timestamp,cpu_percent,memory_percent,disk_percent,network_in_bytes,network_out_bytes,connections_count,memory_available_gb,disk_free_gb,error_count,warning_count,critical_count,service_failures,auth_failures,ssh_attempts,is_failure,time_until_failure,target
2025-07-05T11:11:52.004417,88.13235171553244,95.05726831352554,89.92262918409084,630377.1283110767,845573.7824990691,155.43210047540106,6.313985819914387,91.53567272751799,14,8,1,1,0,0,0,0.31666666666666665,1
2025-07-05T11:12:52.004417,92.81240882216902,92.45797693057278,86.15583023213497,911344.8956824538,404352.8538678682,111.79714377597328,10.731204058549814,88.4068341715286,11,8,1,1,0,0,0,0.3,1
2025-07-05T11:13:52.004417,85.15153077072837,92.99325063341577,85.28003838916713,959480.1561454238,444501.0153663922,379.99604397609176,12.262170720616586,33.89897663229172,18,4,1,1,0,0,0,0.2833333333333333,1
2025-07-05T11:14:52.004417,82.47676245280273,86.55338395334567,90.44097849356781,908978.5529460814,215807.5467868284,110.25087100297014,3.7226194243224326,11.258354167422826,12,5,1,1,0,0,0,0.26666666666666666,1
2025-07-05T11:15:52.004417,89.25435444772513,92.03217011871824,87.19636793185592,185183.86978167412,443632.8570005154,91.2170175403429,15.730669341795759,18.662184202664474,11,1,1,1,0,0,0,0.25,1
2025-07-05T11:16:52.004417,96.41375629993608,89.7773011604393,84.89061973906782,887930.2968500337,694064.1624287262,203.36824425395565,6.587034083681624,51.016223260763624,11,4,1,1,0,0,0,0.23333333333333334,1
2025-07-05T11:17:52.004417,88.73790548107087,94.96386438887903,89.5121114206078,606587.3438867163,558206.9943389638,329.1546918421007,3.311135987096252,68.18815889026592,10,6,1,1,0,0,0,0.21666666666666667,1
2025-07-05T11:18:52.004417,88.10785257738263,94.82435317170972,87.15213721967207,794368.546128772,203265.07455365427,479.93155846698977,8.536041902201902,92.52808741166524,6,4,1,1,0,0,0,0.2,1
2025-07-05T11:19:52.004417,95.66028687919028,86.10680784373984,88.88522527071916,837402.7595159439,67730.28018490982,471.7483187589651,15.794752634080194,17.97113564425721,14,2,1,1,0,0,0,0.18333333333333332,1
2025-07-05T11:20:52.004417,85.9297494328401,90.05916361573311,93.25875255429916,229713.3938033058,122501.26778941415,188.06231492174203,4.831424215691357,55.60220809056688,14,7,1,1,0,0,0,0.16666666666666666,1
2025-07-05T11:21:52.004417,88.90066622426953,91.71662043336907,89.79912272579388,86724.96093772941,969556.9968006827,28.955629546023854,12.30255851660962,57.259215832801964,9,4,1,1,0,0,0,0.15,1
2025-07-05T11:22:52.004417,84.73195298415888,89.24221891355293,89.18359848812105,819411.3462632621,80813.7941035695,429.1881178010192,2.378441381156594,85.10087934025266,6,8,1,1,0,0,0,0.13333333333333333,1
2025-07-05T11:23:52.004417,84.04249085397304,92.638442709647,97.19622635195233,275633.4291447585,717080.9189826712,301.50885025024706,5.87236164622832,12.283433923808403,13,1,1,1,0,0,0,0.11666666666666667,1
2025-07-05T11:24:52.004417,89.20546752430835,84.23002931831375,86.33006108563357,340154.4211448828,680478.3882121198,38.485557603146006,14.936745290369885,30.02689397597018,12,4,1,1,0,0,0,0.1,1
2025-07-05T11:25:52.004417,87.5750751547399,83.63231379826748,93.44942501763487,448680.57076569437,937588.4607728234,370.96180025720736,7.868868697913467,61.24016815984846,7,10,1,1,0,0,0,0.08333333333333333,1
2025-07-05T11:26:52.004417,94.02607796490146,91.18125611809108,86.74545943375419,315470.838093241,53296.41804279283,474.8415172762168,10.622355535964317,88.92270386837623,16,4,1,1,0,0,0,0.06666666666666667,1
2025-07-05T11:27:52.004417,97.83512449288041,86.95714348673386,85.58706428530928,924223.8011875623,775540.4381264957,291.46995667154084,11.43460323578404,93.18847195066863,7,7,1,1,0,0,0,0.05,1
2025-07-05T11:28:52.004417,93.10760166090952,90.52063537609509,83.64572951670351,532815.3802266741,268399.09300967323,456.68247441453434,6.523941848078698,14.099514036881725,11,6,1,1,0,0,0,0.03333333333333333,1
2025-07-05T11:29:52.004417,95.66612699471696,84.6767602432665,91.611929710809,989343.953541447,273275.10024513607,438.7448525619665,12.499339977617293,42.59608818023315,8,8,1,1,0,0,0,0.016666666666666666,1
2025-07-05T11:30:52.004417,93.52083647228449,88.00554634295999,93.20439995643444,448494.47475998715,851430.9300043145,390.07077130975637,5.322242335500625,39.157849590538504,11,5,1,1,0,0,1,0.13333333333333333,1
2025-07-05T11:31:52.004417,95.6679895144087,88.2431800946356,90.85728192839319,180454.19254576863,663059.7009448096,339.3314828367447,4.782927421418773,39.22755480704818,9,7,1,1,0,0,0,0.11666666666666667,1
2025-07-05T11:32:52.004417,88.99765051258746,91.69579875839293,93.8614989173869,671632.2095804228,990201.59746242,54.42442336957578,11.008672429498592,35.50579251135345,9,8,1,1,0,0,0,0.1,1
2025-07-05T11:33:52.004417,91.96772430811467,86.11889763932525,88.82984155258079,836757.1853518202,249494.52302489107,221.7912669906107,11.019006031836136,48.6476908167028,13,6,1,1,0,0,0,0.08333333333333333,1
2025-07-05T11:34:52.004417,90.44063865433107,88.48163250391025,86.21568226774707,187985.94181202006,773530.736074261,242.4425935875633,6.267155358352181,42.498967656382014,12,7,1,1,0,0,0,0.06666666666666667,1
2025-07-05T11:35:52.004417,84.99189842068222,90.69717762042123,88.6451660520472,282371.3566747794,604635.2708218101,410.20518694161393,12.420244843043386,33.62360092448291,8,4,1,1,0,0,0,0.05,1
2025-07-05T11:36:52.004417,86.08861088151572,91.82161636877503,87.40263661383806,214838.40377120674,433418.2556888753,106.85875906839179,9.227253786236867,20.444811344611203,5,7,1,1,0,0,0,0.03333333333333333,1
2025-07-05T11:37:52.004417,97.03435596684245,99.1743558247108,89.53617395528057,443146.43430113426,115525.30364212113,420.0929216555531,1.4144774928389594,85.05916858891868,10,6,1,1,0,0,0,0.016666666666666666,1
2025-07-05T11:38:52.004417,90.90365409884048,95.77240499298391,90.71024558096498,134255.2284761663,111430.8230523186,461.8254002504425,12.26722551733874,63.08016407002706,17,5,1,1,0,0,1,0.3333333333333333,1
2025-07-05T11:39:52.004417,89.11174181197417,89.84842804544489,92.97387542213535,788076.8548659584,254630.1269501071,384.1796386180957,11.319760322855046,39.053304794245896,11,2,1,1,0,0,0,0.31666666666666665,1
2025-07-05T11:40:52.004417,97.19223588120056,88.40254257567612,91.49763347111917,758100.263950028,530717.2788398765,355.0019776347444,4.901739745230987,94.77144755544961,6,10,1,1,0,0,0,0.3,1
2025-07-05T11:41:52.004417,85.31893762630983,75.2965474309996,88.67934779265013,861912.0659495653,175104.39982285933,314.72216230629283,1.374563506511968,45.955582773450786,9,2,1,1,0,0,0,0.2833333333333333,1
2025-07-05T11:42:52.004417,89.08300654218085,98.20012243151666,87.82334897886724,183480.38580815666,610258.8662505522,365.79197350101504,5.717149537997658,84.600740077829,12,4,1,1,0,1,0,0.26666666666666666,1
2025-07-05T11:43:52.004417,91.07940829730781,93.19774576866574,91.2511795832079,840695.3440692446,883484.929732881,88.59299875301116,6.093597118122545,40.170086219221446,11,3,1,1,0,0,0,0.25,1
2025-07-05T11:44:52.004417,79.2589101129305,98.75443440941665,91.23116451628054,971430.4467600376,84597.30725944962,451.5997712591167,2.8915404398111395,45.3662925973014,16,8,1,1,0,0,0,0.23333333333333334,1
2025-07-05T11:45:52.004417,96.07877225139381,88.08921684093806,86.80157395066905,754621.5795693848,276799.060933341,227.38636683570456,2.3055034763733135,35.799332360252734,13,9,1,1,0,0,0,0.21666666666666667,1
2025-07-05T11:46:52.004417,89.44628726674603,95.10831934235541,88.5340732209872,950005.054322872,805831.2883496433,194.99725726782302,12.830296438471361,41.629750612361505,7,4,1,1,0,0,0,0.2,1
2025-07-05T11:47:52.004417,89.09565017820833,97.66952045796991,86.87574894268256,929017.7888370507,910841.0609254091,360.68147526006265,14.270235661325316,38.768322482886234,12,2,1,1,0,0,0,0.18333333333333332,1
2025-07-05T11:48:52.004417,80.54185669083577,92.33994073471791,90.11139136827235,998751.2843569256,372488.25521776127,156.41350140080456,13.87534082738645,99.87502843337087,9,3,1,1,0,0,0,0.16666666666666666,1
2025-07-05T11:49:52.004417,82.1536823546688,90.59185555741216,88.27536675857928,503027.0970749539,271906.6079254922,474.3252257877839,7.957978321432713,15.291641489017335,13,3,1,1,0,0,0,0.15,1
2025-07-05T11:50:52.004417,86.53142359317796,95.01459608281705,90.66028039178258,118344.6107235876,689874.846640913,210.33339424528344,4.092192404202461,46.24782568726978,9,3,1,1,0,0,0,0.13333333333333333,1
2025-07-05T11:51:52.004417,88.47374169588608,80.12705535221893,95.16727544936955,623808.3616499176,644751.7661195839,359.8866220211741,5.38919091135198,39.00999806204263,6,5,1,1,0,0,0,0.11666666666666667,1
2025-07-05T11:52:52.004417,87.58004768892022,91.9334312355239,91.00881945648165,909808.5935958682,509736.0052523723,350.19462575357284,2.6770055685090575,60.87600639585839,5,1,1,1,0,0,0,0.1,1
2025-07-05T11:53:52.004417,86.08953676323102,87.89877036667083,93.26030143593263,678382.3164108875,296786.0070463149,285.19191829781295,11.722839613006137,75.5294043130968,10,4,1,1,0,0,0,0.08333333333333333,1
2025-07-05T11:54:52.004417,90.55444211769668,87.61656917454609,88.67055781781868,241294.55142943107,516031.447081067,289.15526969735083,4.32390145659171,78.09605092809507,10,7,1,1,0,0,0,0.06666666666666667,1
2025-07-05T11:55:52.004417,90.03031713199466,89.086996927505,90.90926775188571,982058.047503391,63970.6188472618,452.4705317242332,13.21102431080021,38.28173684495545,12,4,1,1,0,0,0,0.05,1
2025-07-05T11:56:52.004417,93.66549980911259,81.66983489611147,86.93813267055314,624800.5022572081,825783.0638350864,469.0192352662709,13.046862492685579,48.40065825542243,5,3,1,1,0,0,0,0.03333333333333333,1
2025-07-05T11:57:52.004417,87.95948077611806,90.75100669629045,89.96550787279969,337627.82305898296,296517.5493886084,42.843758728386135,14.435787621220022,72.26367275125457,10,11,1,1,0,1,0,0.016666666666666666,1
2025-07-05T11:58:52.004417,82.95449700186415,88.43348513083352,87.65777129732233,239475.9692511285,690151.4421525283,287.12651952829765,2.1622869617573715,24.636546668414535,7,7,1,1,1,0,1,0.6833333333333333,1
2025-07-05T11:59:52.004417,92.7482643606423,91.1938963351103,90.26143359442399,954061.7883150679,511493.7587810423,457.7692511847441,15.517182054872846,86.2441711302797,8,5,1,1,1,0,0,0.6666666666666666,1
2025-07-05T12:00:52.004417,92.81455443125876,83.78502224361672,89.15540530633633,392336.03586754703,589682.4894758496,145.08608948232313,3.6283643854917287,79.72494603484074,6,5,1,1,0,0,0,0.65,1
2025-07-05T12:01:52.004417,92.32345726569923,88.9424193991934,92.0808251658912,449506.4820407593,979269.0304232833,480.3188468854496,5.937050583341205,89.73313033751229,7,6,1,1,0,0,0,0.6333333333333333,1
2025-07-05T12:02:52.004417,87.45123383294846,78.08111033878144,89.06708814395297,757254.855879613,544349.8027961485,439.6554093355149,9.153158719741631,31.443617200593703,12,7,1,1,0,0,0,0.6166666666666667,1
2025-07-05T12:03:52.004417,97.74020095885425,93.70355423312043,88.6369369069713,332062.7448036947,977264.3234354486,433.08713542006336,5.845653769279036,51.74025376248305,7,4,1,1,0,0,0,0.6,1
2025-07-05T12:04:52.004417,92.1775229643364,93.93274402932069,94.97518912828455,612537.6717917769,549702.0201065164,143.78410988117108,4.667612460166378,22.335371518292312,14,3,1,1,0,0,0,0.5833333333333334,1
2025-07-05T12:05:52.004417,95.62643080056293,88.19071295696558,91.06936596567162,349645.940366609,454399.40242936724,301.5344950973204,15.609108753598857,39.47925438446436,9,7,1,1,0,0,0,0.5666666666666667,1
2025-07-05T12:06:52.004417,92.35511976491408,87.85614330484826,89.27183405209135,15895.353890653087,130273.59759796935,133.31557317228066,7.443236852810133,53.86964263838095,5,5,1,1,0,0,0,0.55,1
2025-07-05T12:07:52.004417,90.70511535085254,91.79388658869735,82.93362966003416,365686.2262642636,879537.8929541317,29.22935225986774,15.819739666303914,69.7937869766406,8,5,1,1,0,0,0,0.5333333333333333,1
2025-07-05T12:08:52.004417,92.70084002286943,89.56324712298401,91.04606846821054,311881.25191002217,450230.1710342721,404.78554654967724,3.4242409109544614,36.355206021423434,6,9,1,1,0,0,0,0.5166666666666666,1
2025-07-05T12:09:52.004417,87.2592373690005,85.49800734000986,88.96205907566865,784989.5468416265,486010.39527470665,174.38353917482618,2.235294855051372,59.526597086481665,11,3,1,1,0,0,0,0.5,1
2025-07-05T12:10:52.004417,81.75806950386887,88.18465591948308,88.53428392232937,970106.5422910909,668192.3620174407,391.49098250408565,12.642091055372832,58.15663748012932,12,4,1,1,1,0,0,0.48333333333333334,1
2025-07-05T12:11:52.004417,96.10167420370308,85.73029923618968,94.17446725513788,389775.4518969665,488325.66832579137,495.0350671785678,4.208843057495765,47.607056786991826,5,7,1,1,0,0,0,0.4666666666666667,1
2025-07-05T12:12:52.004417,93.75441041653876,89.68203408260536,91.09488369614033,345157.3532873192,626041.5134509616,456.1014338932769,5.1098590070888505,55.4605046623607,11,5,1,1,0,0,0,0.45,1
2025-07-05T12:13:52.004417,91.1891795270948,82.9547688403177,88.91335572212763,106470.0665772439,189158.52641616066,255.24249858754078,12.898445174099832,23.513827976548768,9,5,1,1,0,0,0,0.43333333333333335,1
2025-07-05T12:14:52.004417,90.7200938849036,88.54203897140755,85.83456618856246,775052.9388879668,337992.2015723114,320.2223431316885,1.753196821863591,64.78198844763861,8,6,1,1,0,0,0,0.4166666666666667,1
2025-07-05T12:15:52.004417,73.91176553626306,85.57835528680604,91.29540525602778,451884.6967065494,958557.7587276031,137.7961293244604,11.241157594405617,94.66453716751975,13,4,1,1,0,0,0,0.4,1
2025-07-05T12:16:52.004417,85.27713968952696,96.33643340238419,90.47531436890782,367300.51069675846,977918.0917983404,222.86586767798144,3.2567282615982442,51.9370073367523,13,5,1,1,0,0,0,0.3833333333333333,1
